quarter,UK real GDP,UK nominal GDP,UK CPI,UK unemployment rate,UK corporate profits,UK household income,UK residential property price index,UK commercial real estate price index - aggregate,UK commercial real estate price index - prime,UK commercial real estate price index - secondary,UK equity prices,Bank Rate,Sterling IG corporate bond spread,Sterling HY corporate bond spread,Secured lending to UK individuals,Consumer credit to UK individuals,Lending to UK PNFCs,PPP-weighted World real GDP,Oil price,Volatility index,GBP-EUR exchange rate index,GBP-USD exchange rate index,Euro area real GDP,France real GDP,Germany real GDP,Ireland real GDP,Euro area consumer price inflation,Euro area unemployment rate,ECB policy rate,Euro area residential property price index,Euro area commercial property price index,US real GDP,US unemployment rate,US equity prices,US policy rate,US residential real estate price index,US commercial real estate price index,US dollar IG corporate bond spread,US dollar HY corporate bond spread,Brazil real GDP,China real GDP,China household income,China residential property price index,Hong Kong real GDP,Hong Kong unemployment rate,Hong Kong residential property price index,Hong Kong commercial real estate price index,India real GDP,Singapore real GDP,South Africa real GDP,South Korea real GDP,period_kind,UK nominal GDP index
Q2 2015,448437.9,464652.0,128.1,5.6,218712.6,316351.0,97.2,,,,109.0,0.5,135.3,375.6,1.9,7.7,-0.6,98.3,62.0,13.7,100.0,101.0,99.3,99.3,99.5,95.4,0.2,11.0,0.1,99.5,98.4,99.3,5.4,102.4,0.3,96.8,95.3,136.0,460.0,103.2,96.7,7.9,89.3,99.2,3.2,101.8,97.5,95.6,97.9,99.7,98.2,history,98.4474544138233
Q3 2015,450885.9,468072.0,128.2,5.3,220388.7,317809.0,98.7,,,,101.8,0.5,159.9,414.7,2.2,8.2,0.3,99.2,50.4,19.4,100.6,102.1,99.6,99.7,99.7,96.7,0.1,10.9,0.1,99.8,99.2,99.8,5.2,98.8,0.3,97.7,97.8,161.0,554.0,101.5,98.4,8.9,95.8,99.8,3.3,103.9,100.6,97.0,98.5,99.8,99.4,history,99.17206184927021
Q4 2015,453262.1,471979.7,128.4,5.0,221933.3,322468.7,100.0,100.0,100.0,100.0,100.0,0.5,173.1,444.4,2.6,8.7,1.0,100.0,43.7,17.0,100.0,100.0,100.0,100.0,100.0,100.0,0.2,10.7,0.1,100.0,100.0,100.0,5.0,100.0,0.3,100.0,100.0,168.0,640.0,100.0,100.0,8.9,100.0,100.0,3.3,100.0,100.0,100.0,100.0,100.0,100.0,year_zero,100.0
Q1 2016,455664.4,474757.0,127.9,5.0,222504.6,323862.4,101.8,100.6,100.6,100.6,103.1,0.5,171.0,453.0,3.1,9.2,1.4,100.9,30.2,16.9,100.0,100.0,100.4,100.4,100.4,100.9,0.8,10.7,0.1,100.8,100.8,100.7,5.0,99.5,0.4,101.0,101.0,166.0,632.0,99.6,101.5,8.6,101.7,100.7,3.2,101.2,101.2,101.8,100.8,100.2,100.8,projection,100.58843632469785
Q2 2016,458164.6,478619.8,128.7,4.8,222581.9,318829.6,103.2,101.4,101.4,101.4,105.1,0.5,168.0,462.0,3.5,9.7,2.4,101.8,32.5,16.7,100.0,100.0,100.8,100.8,100.8,101.8,1.0,10.5,0.0,101.5,101.5,101.3,4.9,101.3,0.5,102.0,102.0,164.0,624.0,99.1,103.1,8.4,103.5,101.4,3.1,102.4,102.4,103.7,101.5,100.6,101.6,projection,101.40686135441841
Q3 2016,460748.5,483006.5,129.0,4.8,224362.7,321232.9,104.6,102.3,102.3,102.3,106.9,0.5,166.0,470.0,3.7,10.1,2.5,102.7,34.7,16.5,100.0,100.0,101.3,101.1,101.2,102.7,1.1,10.4,0.0,102.3,102.3,102.0,4.8,102.7,0.6,103.0,103.0,162.0,616.0,98.7,104.6,8.2,105.3,102.0,3.1,103.6,103.6,105.6,102.3,101.0,102.5,projection,102.3362869208146
Q4 2016,463421.5,486742.4,129.5,4.8,225445.7,324292.9,106.0,103.1,103.1,103.1,108.5,0.5,163.0,479.0,4.0,10.3,2.9,103.7,36.5,16.4,100.0,100.0,101.7,101.6,101.6,103.5,1.2,10.3,0.0,103.1,103.1,102.6,4.8,103.8,0.7,104.1,104.1,160.0,608.0,98.2,106.2,8.0,107.2,102.7,3.1,104.8,104.8,107.5,103.1,101.5,103.3,projection,103.12782520095674
Q1 2017,466163.6,491284.6,129.5,4.8,227151.5,327836.1,107.4,104.1,104.1,104.1,110.0,0.5,161.0,487.0,4.3,10.5,2.7,104.7,38.1,16.2,100.0,100.0,102.1,102.0,102.0,104.3,1.2,10.2,0.0,104.1,104.1,103.3,4.8,104.9,0.8,105.2,105.2,158.0,600.0,98.5,107.7,7.9,109.1,103.4,3.1,106.0,106.0,109.5,104.0,102.1,104.3,projection,104.09019709957863
Q2 2017,468969.9,496147.2,130.7,4.8,229071.9,332883.2,108.9,105.1,105.1,105.1,111.5,0.6,159.0,496.0,4.6,10.6,2.9,105.7,39.6,16.0,100.0,100.0,102.5,102.4,102.3,105.1,1.2,10.1,0.0,105.1,105.1,104.0,4.8,105.8,0.9,106.4,106.4,157.0,592.0,98.8,109.2,7.8,111.0,104.1,3.0,107.2,107.2,111.5,104.8,102.7,105.2,projection,105.1204532737319
Q3 2017,471831.5,501217.7,131.1,4.8,231093.5,336423.6,110.5,106.2,106.2,106.2,112.9,0.7,156.0,504.0,5.0,10.6,3.0,106.7,40.7,15.8,100.0,100.0,103.0,102.8,102.7,105.9,1.3,10.0,0.0,106.2,106.2,104.6,4.8,106.8,1.0,107.6,107.6,155.0,584.0,99.1,110.9,7.6,112.9,104.9,3.0,108.5,108.5,113.5,105.6,103.2,106.2,projection,106.19475795251363
Q4 2017,474739.9,506108.0,132.0,4.8,232634.7,339929.5,112.1,107.2,107.2,107.2,114.4,0.8,154.0,513.0,5.3,10.7,3.2,107.7,41.7,15.7,100.0,100.0,103.4,103.3,103.0,106.7,1.3,10.0,0.0,107.2,107.2,105.3,4.8,107.6,1.1,108.8,108.8,153.0,575.0,99.3,112.5,7.5,114.9,105.6,3.0,109.8,109.8,115.7,106.5,103.9,107.1,projection,107.23088302314696
Q1 2018,477671.0,511489.2,132.2,4.7,234591.9,343344.7,113.7,108.4,108.4,108.4,116.0,0.8,151.0,522.0,5.6,10.8,3.4,108.7,42.6,15.5,100.0,100.0,103.8,103.7,103.3,107.5,1.3,9.9,0.0,108.2,108.2,106.0,4.8,108.5,1.1,110.1,110.1,151.0,567.0,99.8,114.2,7.4,117.0,106.3,3.0,111.1,111.1,117.8,107.3,104.6,108.1,projection,108.37101680432441
Q2 2018,480634.9,517112.6,133.5,4.7,236291.7,347432.9,115.3,109.6,109.6,109.6,117.5,0.9,149.0,530.0,5.9,10.7,3.8,109.8,43.7,15.3,100.0,100.0,104.2,104.2,103.7,108.3,1.4,9.8,0.0,109.3,109.3,106.6,4.8,109.4,1.2,111.4,111.4,149.0,559.0,100.4,115.9,7.3,119.2,107.1,3.0,112.5,112.5,120.0,108.1,105.2,109.0,projection,109.56246635183673
Q3 2018,483628.6,522780.3,134.0,4.7,238460.7,350931.2,116.9,110.8,110.8,110.8,119.1,1.0,146.0,539.0,6.1,10.7,4.2,110.8,44.6,15.2,100.0,100.0,104.6,104.6,104.0,109.0,1.4,9.7,0.0,110.3,110.3,107.2,4.8,110.2,1.3,112.7,112.7,147.0,551.0,101.0,117.6,7.1,121.5,107.9,2.9,113.8,113.8,122.2,109.0,105.9,110.0,projection,110.76330189624682
Q4 2018,486639.2,528499.0,135.0,4.7,240638.3,354511.4,118.6,112.0,112.0,112.0,120.7,1.0,144.0,547.0,6.3,10.7,4.5,111.9,45.3,15.0,100.0,100.0,105.0,105.1,104.4,109.8,1.5,9.6,0.0,111.4,111.4,107.8,4.8,111.1,1.4,114.1,114.1,145.0,543.0,101.7,119.4,7.0,123.8,108.7,2.9,115.2,115.2,124.5,109.8,106.5,110.9,projection,111.97494299013285
Q1 2019,489648.4,534265.5,135.1,4.7,242801.1,358278.5,120.3,113.2,113.2,113.2,122.3,1.1,144.0,547.0,6.4,10.6,4.9,113.0,46.0,15.0,100.0,100.0,105.4,105.6,104.7,110.5,1.5,9.5,0.0,112.4,112.4,108.3,4.8,111.9,1.4,115.3,115.3,145.0,543.0,102.3,121.3,6.9,126.3,109.6,2.9,116.7,116.7,126.8,110.7,107.2,111.9,projection,113.1967116382336
Q2 2019,492676.1,540229.5,136.4,4.7,245104.8,361963.5,122.0,114.5,114.5,114.5,124.0,1.2,144.0,547.0,6.6,10.5,5.3,114.1,46.7,15.0,100.0,100.0,105.8,106.1,105.0,111.2,1.6,9.4,0.1,113.5,113.5,108.8,4.8,112.8,1.5,116.6,116.6,145.0,543.0,103.0,123.2,6.8,128.9,110.4,2.9,118.3,118.3,129.2,111.6,107.9,112.9,projection,114.46032530636381
Q3 2019,495722.6,546185.1,137.0,4.7,247351.1,365670.1,123.8,115.7,115.7,115.7,125.8,1.2,144.0,547.0,6.7,10.3,5.7,115.2,47.3,15.0,100.0,100.0,106.2,106.6,105.4,112.0,1.6,9.3,0.2,114.5,114.5,109.3,4.9,113.7,1.6,117.8,117.8,145.0,543.0,103.6,125.1,6.6,131.5,111.3,2.8,119.8,119.8,131.7,112.5,108.6,113.9,projection,115.72215923693328
Q4 2019,498787.9,552195.4,138.0,4.7,249604.9,369418.5,125.6,117.0,117.0,117.0,127.5,1.3,144.0,547.0,6.7,10.2,6.1,116.4,47.8,15.0,100.0,100.0,106.7,107.1,105.7,112.7,1.6,9.2,0.3,115.6,115.6,109.8,4.9,114.6,1.6,119.1,119.1,145.0,543.0,104.3,127.1,6.5,134.2,112.2,2.8,121.4,121.4,134.1,113.4,109.3,114.9,projection,116.99558264899952
Q1 2020,501872.1,558291.1,138.2,4.7,251897.5,373214.0,127.4,118.3,118.3,118.3,129.4,1.3,144.0,547.0,6.7,10.1,6.4,117.5,48.2,15.0,100.0,100.0,107.1,107.6,106.0,113.4,1.7,9.1,0.3,116.9,116.9,110.3,4.9,115.4,1.7,120.3,120.3,145.0,543.0,105.0,129.0,6.5,136.9,113.1,2.8,123.0,123.0,136.7,114.3,110.0,115.9,projection,118.28710005960002
Q2 2020,504975.4,564461.9,139.5,4.7,254217.5,377055.2,129.3,119.6,119.6,119.6,131.2,1.4,144.0,547.0,6.7,10.0,6.7,118.6,49.0,15.0,100.0,100.0,107.5,108.1,106.4,114.1,1.7,9.0,0.4,118.2,118.2,110.8,5.0,116.3,1.7,121.6,121.6,145.0,543.0,105.8,131.0,6.5,139.8,114.0,2.8,124.7,124.7,139.2,115.2,110.7,116.9,projection,119.59452917148768
Q3 2020,508097.9,570742.1,140.1,4.6,256600.2,380948.3,131.2,120.9,120.9,120.9,133.1,1.4,144.0,547.0,6.7,9.9,7.0,119.8,50.3,15.0,100.0,100.0,107.9,108.6,106.7,114.8,1.7,9.0,0.5,119.6,119.6,111.3,5.1,117.2,1.8,122.8,122.8,145.0,543.0,106.6,133.0,6.5,142.7,115.0,2.7,126.4,126.4,141.9,116.1,111.5,118.0,projection,120.92513724636885
Q4 2020,511239.8,577080.7,141.2,4.6,258991.5,384885.4,133.1,122.3,122.3,122.3,135.1,1.5,144.0,547.0,6.7,9.7,7.3,121.0,51.9,15.0,100.0,100.0,108.3,109.1,107.0,115.5,1.7,8.9,0.6,120.9,120.9,111.7,5.1,118.1,1.8,124.1,124.1,145.0,543.0,107.5,135.1,6.5,145.6,115.9,2.7,128.1,128.1,144.5,117.1,112.2,119.0,projection,122.2681187347676
